bound,length,time(ms),swaps,jumps,partsSorted?,array
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 442614
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 442615
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 442616
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 442621
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 442622
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 442623
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 442624
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 442625
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 442626
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 442631
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 442632
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 442633
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 442634
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 442635
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 442636
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 442641
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 442642
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 442643
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 442644
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 442645
6.0, 6.0, 8.0E-4, 2.0, 19.0, product, 442646
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 442651
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 442652
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 442653
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 442654
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 442655
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 442656
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 442661
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 442662
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 442663
6.0, 6.0, 6.0E-4, 2.0, 14.0, product, 442664
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 442665
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 442666
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443111
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443112
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443113
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 443114
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443115
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 443116
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443121
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443122
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 443123
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443124
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443125
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 443126
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 443131
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 443132
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443133
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443134
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443135
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443136
6.0, 6.0, 9.0E-4, 2.0, 14.0, product, 443141
6.0, 6.0, 6.0E-4, 2.0, 14.0, product, 443142
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443143
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443144
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443145
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443146
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443151
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443152
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443153
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443154
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443155
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443156
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443161
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443162
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443163
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443164
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443165
6.0, 6.0, 6.0E-4, 2.0, 19.0, product, 443166
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 443211
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 443212
6.0, 6.0, 8.0E-4, 3.0, 14.0, product, 443213
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 443214
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 443215
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443216
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443221
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443222
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443223
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443224
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443225
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443226
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443231
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 443232
6.0, 6.0, 7.0E-4, 3.0, 14.0, product, 443233
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 443234
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443235
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443236
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443241
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443242
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443243
6.0, 6.0, 5.0E-4, 2.0, 19.0, product, 443244
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443245
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443246
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443251
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443252
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443253
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443254
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443255
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443256
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443261
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443262
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443263
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443264
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443265
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443266
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443311
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443312
6.0, 6.0, 5.0E-4, 2.0, 14.0, product, 443313
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 443314
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443315
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443316
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443321
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443322
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 443323
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443324
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443325
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443326
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443331
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 443332
6.0, 6.0, 7.0E-4, 2.0, 14.0, product, 443333
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443334
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443335
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443336
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443341
6.0, 6.0, 8.0E-4, 3.0, 19.0, product, 443342
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443343
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443344
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443345
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443346
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443351
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443352
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443353
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443354
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443355
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443356
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443361
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443362
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443363
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443364
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443365
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443366
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443411
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443412
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443413
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443414
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443415
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443416
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443421
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443422
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443423
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443424
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443425
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443426
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443431
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443432
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443433
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443434
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 443435
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443436
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443441
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443442
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443443
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 443444
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 443445
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 443446
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443451
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 443452
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 443453
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443454
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 443455
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 443456
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443461
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443462
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443463
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443464
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443465
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 443466
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 443511
6.0, 6.0, 0.0013, 3.0, 14.0, product, 443512
6.0, 6.0, 8.0E-4, 3.0, 14.0, product, 443513
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443514
6.0, 6.0, 0.0019, 3.0, 19.0, product, 443515
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443516
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443521
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 443522
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 443523
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443524
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443525
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443526
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443531
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443532
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 443533
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443534
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443535
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443536
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443541
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443542
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443543
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443544
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443545
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443546
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443551
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443552
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443553
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443554
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 443555
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 443556
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 443561
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 443562
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443563
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443564
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 443565
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 443566
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 443611
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443612
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443613
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443614
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443615
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443616
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443621
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443622
6.0, 6.0, 9.0E-4, 3.0, 14.0, product, 443623
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443624
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443625
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443626
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443631
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443632
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443633
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443634
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 443635
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 443636
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443641
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443642
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443643
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443644
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 443645
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443646
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 443651
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 443652
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443653
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443654
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443655
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 443656
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 443661
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 443662
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 443663
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 443664
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 443665
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 443666
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444111
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444112
6.0, 6.0, 1.0E-4, 4.0, 19.0, product, 444113
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444114
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444115
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444116
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444121
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444122
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 444123
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 444124
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 444125
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444126
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444131
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444132
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444133
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444134
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444135
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 444136
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 444141
6.0, 6.0, 5.0E-4, 2.0, 14.0, product, 444142
6.0, 6.0, 6.0E-4, 2.0, 14.0, product, 444143
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 444144
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444145
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444146
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 444151
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 444152
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444153
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 444154
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444155
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444156
6.0, 6.0, 9.0E-4, 3.0, 19.0, product, 444161
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444162
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444163
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444164
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444165
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444166
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 444211
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444212
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444213
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444214
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444215
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444216
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444221
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444222
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444223
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444224
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444225
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444226
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 444231
6.0, 6.0, 6.0E-4, 4.0, 19.0, product, 444232
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444233
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 444234
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444235
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 444236
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444241
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444242
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444243
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 444244
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444245
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 444246
6.0, 6.0, 5.0E-4, 4.0, 19.0, product, 444251
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 444252
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444253
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444254
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444255
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444256
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444261
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444262
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444263
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444264
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444265
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444266
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444311
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444312
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444313
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444314
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444315
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 444316
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444321
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444322
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444323
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 444324
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444325
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444326
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444331
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 444332
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 444333
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444334
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444335
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444336
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444341
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 444342
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 444343
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444344
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444345
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 444346
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444351
6.0, 6.0, 5.0E-4, 4.0, 19.0, product, 444352
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 444353
6.0, 6.0, 7.0E-4, 2.0, 19.0, product, 444354
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 444355
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444356
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 444361
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444362
6.0, 6.0, 1.0E-4, 3.0, 19.0, product, 444363
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444364
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444365
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 444366
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444411
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444412
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444413
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444414
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444415
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444416
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444421
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 444422
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 444423
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444424
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444425
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444426
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444431
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444432
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444433
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 444434
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 444435
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444436
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444441
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444442
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444443
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 444444
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 444445
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 444446
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444451
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444452
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444453
6.0, 6.0, 3.0E-4, 1.0, 19.0, product, 444454
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 444455
6.0, 6.0, 3.0E-4, 0.0, 14.0, product, 444456
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444461
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444462
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444463
6.0, 6.0, 2.0E-4, 1.0, 19.0, product, 444464
6.0, 6.0, 2.0E-4, 1.0, 19.0, product, 444465
6.0, 6.0, 3.0E-4, 0.0, 14.0, product, 444466
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444511
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444512
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444513
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 444514
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444515
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444516
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444521
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444522
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 444523
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 444524
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444525
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444526
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444531
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 444532
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 444533
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 444534
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 444535
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 444536
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444541
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444542
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444543
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444544
6.0, 6.0, 3.0E-4, 1.0, 19.0, product, 444545
6.0, 6.0, 3.0E-4, 1.0, 19.0, product, 444546
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444551
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 444552
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 444553
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 444554
6.0, 6.0, 3.0E-4, 0.0, 14.0, product, 444555
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 444556
